    TIME,    CASE,    FLAP,     AOA,   AOAHT, AOAGUST,    BETA,   THETA,     PHI,     ALT,     EAS,    MACH,   P_CMD,   R_CMD,   Y_CMD,     ELE,     AIL,     RUD,    ETAB,    FZWB,    FZHT,    FYVT,      NX,      NY,      NZ,       Q,      QP,       P,      PP,       R,      RP,       U,       V,       W
   37.37,10000001,    0.00,     NaN,     NaN,   0.000,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,  -1.000,   0.000,   0.000, -27.000,   0.000,   0.000,   2.265,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,
   37.38,10000001,    0.00,     NaN,     NaN,   0.000,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,  -1.000,   0.000,   0.000, -27.000,   0.000,   0.000,   2.265,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,
   37.39,10000001,    0.00,     NaN,     NaN,   0.000,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,  -1.000,   0.000,   0.000, -27.000,   0.000,   0.000,   2.265,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,
   37.40,10000001,    0.00,     NaN,     NaN,   0.000,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,  -1.000,   0.000,   0.000, -27.000,   0.000,   0.000,   2.265,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,
   37.41,10000001,    0.00,     NaN,     NaN,   0.000,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,  -1.000,   0.000,   0.000, -27.000,   0.000,   0.000,   2.265,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,
   37.42,10000001,    0.00,     NaN,     NaN,   0.000,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,  -1.000,   0.000,   0.000, -27.000,   0.000,   0.000,   2.265,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,
   37.43,10000001,    0.00,     NaN,     NaN,   0.000,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,  -1.000,   0.000,   0.000, -27.000,   0.000,   0.000,   2.265,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,
   37.44,10000001,    0.00,     NaN,     NaN,   0.000,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,  -1.000,   0.000,   0.000, -27.000,   0.000,   0.000,   2.265,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,
   37.45,10000001,    0.00,     NaN,     NaN,   0.000,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,  -1.000,   0.000,   0.000, -27.000,   0.000,   0.000,   2.265,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,
   37.46,10000001,    0.00,     NaN,     NaN,   0.000,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,  -1.000,   0.000,   0.000, -27.000,   0.000,   0.000,   2.265,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,
   37.47,10000001,    0.00,     NaN,     NaN,   0.000,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,  -1.000,   0.000,   0.000, -27.000,   0.000,   0.000,   2.265,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,
   37.48,10000001,    0.00,     NaN,     NaN,   0.000,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,  -1.000,   0.000,   0.000, -27.000,   0.000,   0.000,   2.265,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,
   37.49,10000001,    0.00,     NaN,     NaN,   0.000,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,  -1.000,   0.000,   0.000, -27.000,   0.000,   0.000,   2.265,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,
   37.50,10000001,    0.00,     NaN,     NaN,   0.000,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,  -1.000,   0.000,   0.000, -27.000,   0.000,   0.000,   2.265,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,
   37.51,10000001,    0.00,     NaN,     NaN,   0.000,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,  -1.000,   0.000,   0.000, -27.000,   0.000,   0.000,   2.265,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,
   37.52,10000001,    0.00,     NaN,     NaN,   0.000,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,  -1.000,   0.000,   0.000, -27.000,   0.000,   0.000,   2.265,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,
   37.53,10000001,    0.00,     NaN,     NaN,   0.000,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,  -1.000,   0.000,   0.000, -27.000,   0.000,   0.000,   2.265,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,
   37.54,10000001,    0.00,     NaN,     NaN,   0.000,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,  -1.000,   0.000,   0.000, -27.000,   0.000,   0.000,   2.265,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,
   37.55,10000001,    0.00,     NaN,     NaN,   0.000,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,  -1.000,   0.000,   0.000, -27.000,   0.000,   0.000,   2.265,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,
   37.56,10000001,    0.00,     NaN,     NaN,   0.000,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,  -1.000,   0.000,   0.000, -27.000,   0.000,   0.000,   2.265,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,
   37.57,10000001,    0.00,     NaN,     NaN,   0.000,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,  -1.000,   0.000,   0.000, -27.000,   0.000,   0.000,   2.265,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,
   37.58,10000001,    0.00,     NaN,     NaN,   0.000,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,  -1.000,   0.000,   0.000, -27.000,   0.000,   0.000,   2.265,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,
   37.59,10000001,    0.00,     NaN,     NaN,   0.000,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,  -1.000,   0.000,   0.000, -27.000,   0.000,   0.000,   2.265,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,
   37.60,10000001,    0.00,     NaN,     NaN,   0.000,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,  -1.000,   0.000,   0.000, -27.000,   0.000,   0.000,   2.265,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,
   37.61,10000001,    0.00,     NaN,     NaN,   0.000,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,  -1.000,   0.000,   0.000, -27.000,   0.000,   0.000,   2.265,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,
   37.62,10000001,    0.00,     NaN,     NaN,   0.000,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,  -1.000,   0.000,   0.000, -27.000,   0.000,   0.000,   2.265,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,
   37.63,10000001,    0.00,     NaN,     NaN,   0.000,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,  -1.000,   0.000,   0.000, -27.000,   0.000,   0.000,   2.265,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,
   37.64,10000001,    0.00,     NaN,     NaN,   0.000,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,  -1.000,   0.000,   0.000, -27.000,   0.000,   0.000,   2.265,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,
   37.65,10000001,    0.00,     NaN,     NaN,   0.000,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,  -1.000,   0.000,   0.000, -27.000,   0.000,   0.000,   2.265,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,
   37.66,10000001,    0.00,     NaN,     NaN,   0.000,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,  -1.000,   0.000,   0.000, -27.000,   0.000,   0.000,   2.265,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,
   37.67,10000001,    0.00,     NaN,     NaN,   0.000,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,  -1.000,   0.000,   0.000, -27.000,   0.000,   0.000,   2.265,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,
   37.68,10000001,    0.00,     NaN,     NaN,   0.000,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,  -1.000,   0.000,   0.000, -27.000,   0.000,   0.000,   2.265,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,
   37.69,10000001,    0.00,     NaN,     NaN,   0.000,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,  -1.000,   0.000,   0.000, -27.000,   0.000,   0.000,   2.265,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,
   37.70,10000001,    0.00,     NaN,     NaN,   0.000,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,  -1.000,   0.000,   0.000, -27.000,   0.000,   0.000,   2.265,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,
   37.71,10000001,    0.00,     NaN,     NaN,   0.000,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,  -1.000,   0.000,   0.000, -27.000,   0.000,   0.000,   2.265,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,
   37.72,10000001,    0.00,     NaN,     NaN,   0.000,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,  -1.000,   0.000,   0.000, -27.000,   0.000,   0.000,   2.265,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,
   37.73,10000001,    0.00,     NaN,     NaN,   0.000,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,  -1.000,   0.000,   0.000, -27.000,   0.000,   0.000,   2.265,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,
   37.74,10000001,    0.00,     NaN,     NaN,   0.000,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,  -1.000,   0.000,   0.000, -27.000,   0.000,   0.000,   2.265,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,
   37.75,10000001,    0.00,     NaN,     NaN,   0.000,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,  -1.000,   0.000,   0.000, -27.000,   0.000,   0.000,   2.265,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,
   37.76,10000001,    0.00,     NaN,     NaN,   0.000,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,  -1.000,   0.000,   0.000, -27.000,   0.000,   0.000,   2.265,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,
   37.77,10000001,    0.00,     NaN,     NaN,   0.000,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,  -1.000,   0.000,   0.000, -27.000,   0.000,   0.000,   2.265,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,
   37.78,10000001,    0.00,     NaN,     NaN,   0.000,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,  -1.000,   0.000,   0.000, -27.000,   0.000,   0.000,   2.265,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,
   37.79,10000001,    0.00,     NaN,     NaN,   0.000,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,  -1.000,   0.000,   0.000, -27.000,   0.000,   0.000,   2.265,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,
   37.80,10000001,    0.00,     NaN,     NaN,   0.000,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,  -1.000,   0.000,   0.000, -27.000,   0.000,   0.000,   2.265,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,
   37.81,10000001,    0.00,     NaN,     NaN,   0.000,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,  -1.000,   0.000,   0.000, -27.000,   0.000,   0.000,   2.265,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,
   37.82,10000001,    0.00,     NaN,     NaN,   0.000,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,  -1.000,   0.000,   0.000, -27.000,   0.000,   0.000,   2.265,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,
   37.83,10000001,    0.00,     NaN,     NaN,   0.000,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,  -1.000,   0.000,   0.000, -27.000,   0.000,   0.000,   2.265,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,
   37.84,10000001,    0.00,     NaN,     NaN,   0.000,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,  -1.000,   0.000,   0.000, -27.000,   0.000,   0.000,   2.265,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,
   37.85,10000001,    0.00,     NaN,     NaN,   0.000,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,  -1.000,   0.000,   0.000, -27.000,   0.000,   0.000,   2.265,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,
   37.86,10000001,    0.00,     NaN,     NaN,   0.000,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,  -1.000,   0.000,   0.000, -27.000,   0.000,   0.000,   2.265,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,
   37.87,10000001,    0.00,     NaN,     NaN,   0.000,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,  -1.000,   0.000,   0.000, -27.000,   0.000,   0.000,   2.265,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,
   37.88,10000001,    0.00,     NaN,     NaN,   0.000,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,  -1.000,   0.000,   0.000, -27.000,   0.000,   0.000,   2.265,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,
   37.89,10000001,    0.00,     NaN,     NaN,   0.000,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,  -1.000,   0.000,   0.000, -27.000,   0.000,   0.000,   2.265,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,
   37.90,10000001,    0.00,     NaN,     NaN,   0.000,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,  -1.000,   0.000,   0.000, -27.000,   0.000,   0.000,   2.265,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,
   37.91,10000001,    0.00,     NaN,     NaN,   0.000,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,  -1.000,   0.000,   0.000, -27.000,   0.000,   0.000,   2.265,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,
   37.92,10000001,    0.00,     NaN,     NaN,   0.000,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,  -1.000,   0.000,   0.000, -27.000,   0.000,   0.000,   2.265,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,
   37.93,10000001,    0.00,     NaN,     NaN,   0.000,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,  -1.000,   0.000,   0.000, -27.000,   0.000,   0.000,   2.265,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,
   37.94,10000001,    0.00,     NaN,     NaN,   0.000,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,  -1.000,   0.000,   0.000, -27.000,   0.000,   0.000,   2.265,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,
   37.95,10000001,    0.00,     NaN,     NaN,   0.000,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,  -1.000,   0.000,   0.000, -27.000,   0.000,   0.000,   2.265,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,
   37.96,10000001,    0.00,     NaN,     NaN,   0.000,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,  -1.000,   0.000,   0.000, -27.000,   0.000,   0.000,   2.265,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,
   37.97,10000001,    0.00,     NaN,     NaN,   0.000,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,  -1.000,   0.000,   0.000, -27.000,   0.000,   0.000,   2.265,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,
   37.98,10000001,    0.00,     NaN,     NaN,   0.000,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,  -1.000,   0.000,   0.000, -27.000,   0.000,   0.000,   2.265,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,
   37.99,10000001,    0.00,     NaN,     NaN,   0.000,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,  -1.000,   0.000,   0.000, -27.000,   0.000,   0.000,   2.265,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,
   38.00,10000001,    0.00,     NaN,     NaN,   0.000,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,  -1.000,   0.000,   0.000, -27.000,   0.000,   0.000,   2.265,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,
   38.01,10000001,    0.00,     NaN,     NaN,   0.000,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,  -1.000,   0.000,   0.000, -27.000,   0.000,   0.000,   2.265,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,
   38.02,10000001,    0.00,     NaN,     NaN,   0.000,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,  -1.000,   0.000,   0.000, -27.000,   0.000,   0.000,   2.265,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,
   38.03,10000001,    0.00,     NaN,     NaN,   0.000,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,  -1.000,   0.000,   0.000, -27.000,   0.000,   0.000,   2.265,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,
