    TIME,    CASE,    FLAP,     AOA,   AOAHT, AOAGUST,    BETA,   THETA,     PHI,     ALT,     EAS,    MACH,   P_CMD,   R_CMD,   Y_CMD,     ELE,     AIL,     RUD,    ETAB,    FZWB,    FZHT,    FYVT,      NX,      NY,      NZ,       Q,      QP,       P,      PP,       R,      RP,       U,       V,       W
   36.57,10000001,    0.00,     NaN,     NaN,   0.000,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,  -1.000,   0.000,   0.000, -27.000,   0.000,   0.000,   2.265,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,
   36.58,10000001,    0.00,     NaN,     NaN,   0.000,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,  -1.000,   0.000,   0.000, -27.000,   0.000,   0.000,   2.265,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,
   36.59,10000001,    0.00,     NaN,     NaN,   0.000,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,  -1.000,   0.000,   0.000, -27.000,   0.000,   0.000,   2.265,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,
   36.60,10000001,    0.00,     NaN,     NaN,   0.000,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,  -1.000,   0.000,   0.000, -27.000,   0.000,   0.000,   2.265,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,
   36.61,10000001,    0.00,     NaN,     NaN,   0.000,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,  -1.000,   0.000,   0.000, -27.000,   0.000,   0.000,   2.265,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,
   36.62,10000001,    0.00,     NaN,     NaN,   0.000,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,  -1.000,   0.000,   0.000, -27.000,   0.000,   0.000,   2.265,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,
   36.63,10000001,    0.00,     NaN,     NaN,   0.000,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,  -1.000,   0.000,   0.000, -27.000,   0.000,   0.000,   2.265,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,
   36.64,10000001,    0.00,     NaN,     NaN,   0.000,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,  -1.000,   0.000,   0.000, -27.000,   0.000,   0.000,   2.265,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,
   36.65,10000001,    0.00,     NaN,     NaN,   0.000,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,  -1.000,   0.000,   0.000, -27.000,   0.000,   0.000,   2.265,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,
   36.66,10000001,    0.00,     NaN,     NaN,   0.000,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,  -1.000,   0.000,   0.000, -27.000,   0.000,   0.000,   2.265,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,
   36.67,10000001,    0.00,     NaN,     NaN,   0.000,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,  -1.000,   0.000,   0.000, -27.000,   0.000,   0.000,   2.265,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,
   36.68,10000001,    0.00,     NaN,     NaN,   0.000,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,  -1.000,   0.000,   0.000, -27.000,   0.000,   0.000,   2.265,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,
   36.69,10000001,    0.00,     NaN,     NaN,   0.000,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,  -1.000,   0.000,   0.000, -27.000,   0.000,   0.000,   2.265,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,
   36.70,10000001,    0.00,     NaN,     NaN,   0.000,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,  -1.000,   0.000,   0.000, -27.000,   0.000,   0.000,   2.265,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,
   36.71,10000001,    0.00,     NaN,     NaN,   0.000,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,  -1.000,   0.000,   0.000, -27.000,   0.000,   0.000,   2.265,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,
   36.72,10000001,    0.00,     NaN,     NaN,   0.000,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,  -1.000,   0.000,   0.000, -27.000,   0.000,   0.000,   2.265,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,
   36.73,10000001,    0.00,     NaN,     NaN,   0.000,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,  -1.000,   0.000,   0.000, -27.000,   0.000,   0.000,   2.265,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,
   36.74,10000001,    0.00,     NaN,     NaN,   0.000,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,  -1.000,   0.000,   0.000, -27.000,   0.000,   0.000,   2.265,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,
   36.75,10000001,    0.00,     NaN,     NaN,   0.000,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,  -1.000,   0.000,   0.000, -27.000,   0.000,   0.000,   2.265,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,
   36.76,10000001,    0.00,     NaN,     NaN,   0.000,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,  -1.000,   0.000,   0.000, -27.000,   0.000,   0.000,   2.265,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,
   36.77,10000001,    0.00,     NaN,     NaN,   0.000,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,  -1.000,   0.000,   0.000, -27.000,   0.000,   0.000,   2.265,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,
   36.78,10000001,    0.00,     NaN,     NaN,   0.000,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,  -1.000,   0.000,   0.000, -27.000,   0.000,   0.000,   2.265,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,
   36.79,10000001,    0.00,     NaN,     NaN,   0.000,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,  -1.000,   0.000,   0.000, -27.000,   0.000,   0.000,   2.265,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,
   36.80,10000001,    0.00,     NaN,     NaN,   0.000,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,  -1.000,   0.000,   0.000, -27.000,   0.000,   0.000,   2.265,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,
   36.81,10000001,    0.00,     NaN,     NaN,   0.000,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,  -1.000,   0.000,   0.000, -27.000,   0.000,   0.000,   2.265,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,
   36.82,10000001,    0.00,     NaN,     NaN,   0.000,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,  -1.000,   0.000,   0.000, -27.000,   0.000,   0.000,   2.265,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,
   36.83,10000001,    0.00,     NaN,     NaN,   0.000,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,  -1.000,   0.000,   0.000, -27.000,   0.000,   0.000,   2.265,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,
   36.84,10000001,    0.00,     NaN,     NaN,   0.000,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,  -1.000,   0.000,   0.000, -27.000,   0.000,   0.000,   2.265,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,
   36.85,10000001,    0.00,     NaN,     NaN,   0.000,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,  -1.000,   0.000,   0.000, -27.000,   0.000,   0.000,   2.265,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,
   36.86,10000001,    0.00,     NaN,     NaN,   0.000,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,  -1.000,   0.000,   0.000, -27.000,   0.000,   0.000,   2.265,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,
   36.87,10000001,    0.00,     NaN,     NaN,   0.000,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,  -1.000,   0.000,   0.000, -27.000,   0.000,   0.000,   2.265,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,
   36.88,10000001,    0.00,     NaN,     NaN,   0.000,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,  -1.000,   0.000,   0.000, -27.000,   0.000,   0.000,   2.265,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,
   36.89,10000001,    0.00,     NaN,     NaN,   0.000,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,  -1.000,   0.000,   0.000, -27.000,   0.000,   0.000,   2.265,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,
   36.90,10000001,    0.00,     NaN,     NaN,   0.000,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,  -1.000,   0.000,   0.000, -27.000,   0.000,   0.000,   2.265,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,
   36.91,10000001,    0.00,     NaN,     NaN,   0.000,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,  -1.000,   0.000,   0.000, -27.000,   0.000,   0.000,   2.265,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,
   36.92,10000001,    0.00,     NaN,     NaN,   0.000,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,  -1.000,   0.000,   0.000, -27.000,   0.000,   0.000,   2.265,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,
   36.93,10000001,    0.00,     NaN,     NaN,   0.000,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,  -1.000,   0.000,   0.000, -27.000,   0.000,   0.000,   2.265,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,
   36.94,10000001,    0.00,     NaN,     NaN,   0.000,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,  -1.000,   0.000,   0.000, -27.000,   0.000,   0.000,   2.265,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,
   36.95,10000001,    0.00,     NaN,     NaN,   0.000,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,  -1.000,   0.000,   0.000, -27.000,   0.000,   0.000,   2.265,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,
   36.96,10000001,    0.00,     NaN,     NaN,   0.000,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,  -1.000,   0.000,   0.000, -27.000,   0.000,   0.000,   2.265,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,
   36.97,10000001,    0.00,     NaN,     NaN,   0.000,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,  -1.000,   0.000,   0.000, -27.000,   0.000,   0.000,   2.265,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,
   36.98,10000001,    0.00,     NaN,     NaN,   0.000,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,  -1.000,   0.000,   0.000, -27.000,   0.000,   0.000,   2.265,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,
   36.99,10000001,    0.00,     NaN,     NaN,   0.000,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,  -1.000,   0.000,   0.000, -27.000,   0.000,   0.000,   2.265,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,
   37.00,10000001,    0.00,     NaN,     NaN,   0.000,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,  -1.000,   0.000,   0.000, -27.000,   0.000,   0.000,   2.265,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,
   37.01,10000001,    0.00,     NaN,     NaN,   0.000,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,  -1.000,   0.000,   0.000, -27.000,   0.000,   0.000,   2.265,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,
   37.02,10000001,    0.00,     NaN,     NaN,   0.000,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,  -1.000,   0.000,   0.000, -27.000,   0.000,   0.000,   2.265,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,
   37.03,10000001,    0.00,     NaN,     NaN,   0.000,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,  -1.000,   0.000,   0.000, -27.000,   0.000,   0.000,   2.265,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,
   37.04,10000001,    0.00,     NaN,     NaN,   0.000,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,  -1.000,   0.000,   0.000, -27.000,   0.000,   0.000,   2.265,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,
   37.05,10000001,    0.00,     NaN,     NaN,   0.000,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,  -1.000,   0.000,   0.000, -27.000,   0.000,   0.000,   2.265,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,
   37.06,10000001,    0.00,     NaN,     NaN,   0.000,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,  -1.000,   0.000,   0.000, -27.000,   0.000,   0.000,   2.265,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,
   37.07,10000001,    0.00,     NaN,     NaN,   0.000,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,  -1.000,   0.000,   0.000, -27.000,   0.000,   0.000,   2.265,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,
   37.08,10000001,    0.00,     NaN,     NaN,   0.000,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,  -1.000,   0.000,   0.000, -27.000,   0.000,   0.000,   2.265,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,
   37.09,10000001,    0.00,     NaN,     NaN,   0.000,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,  -1.000,   0.000,   0.000, -27.000,   0.000,   0.000,   2.265,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,
   37.10,10000001,    0.00,     NaN,     NaN,   0.000,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,  -1.000,   0.000,   0.000, -27.000,   0.000,   0.000,   2.265,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,
   37.11,10000001,    0.00,     NaN,     NaN,   0.000,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,  -1.000,   0.000,   0.000, -27.000,   0.000,   0.000,   2.265,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,
   37.12,10000001,    0.00,     NaN,     NaN,   0.000,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,  -1.000,   0.000,   0.000, -27.000,   0.000,   0.000,   2.265,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,
   37.13,10000001,    0.00,     NaN,     NaN,   0.000,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,  -1.000,   0.000,   0.000, -27.000,   0.000,   0.000,   2.265,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,
   37.14,10000001,    0.00,     NaN,     NaN,   0.000,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,  -1.000,   0.000,   0.000, -27.000,   0.000,   0.000,   2.265,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,
   37.15,10000001,    0.00,     NaN,     NaN,   0.000,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,  -1.000,   0.000,   0.000, -27.000,   0.000,   0.000,   2.265,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,
   37.16,10000001,    0.00,     NaN,     NaN,   0.000,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,  -1.000,   0.000,   0.000, -27.000,   0.000,   0.000,   2.265,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,
   37.17,10000001,    0.00,     NaN,     NaN,   0.000,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,  -1.000,   0.000,   0.000, -27.000,   0.000,   0.000,   2.265,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,
   37.18,10000001,    0.00,     NaN,     NaN,   0.000,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,  -1.000,   0.000,   0.000, -27.000,   0.000,   0.000,   2.265,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,
   37.19,10000001,    0.00,     NaN,     NaN,   0.000,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,  -1.000,   0.000,   0.000, -27.000,   0.000,   0.000,   2.265,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,
   37.20,10000001,    0.00,     NaN,     NaN,   0.000,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,  -1.000,   0.000,   0.000, -27.000,   0.000,   0.000,   2.265,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,
   37.21,10000001,    0.00,     NaN,     NaN,   0.000,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,  -1.000,   0.000,   0.000, -27.000,   0.000,   0.000,   2.265,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,
   37.22,10000001,    0.00,     NaN,     NaN,   0.000,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,  -1.000,   0.000,   0.000, -27.000,   0.000,   0.000,   2.265,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,
   37.23,10000001,    0.00,     NaN,     NaN,   0.000,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,  -1.000,   0.000,   0.000, -27.000,   0.000,   0.000,   2.265,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,
   37.24,10000001,    0.00,     NaN,     NaN,   0.000,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,  -1.000,   0.000,   0.000, -27.000,   0.000,   0.000,   2.265,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,
   37.25,10000001,    0.00,     NaN,     NaN,   0.000,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,  -1.000,   0.000,   0.000, -27.000,   0.000,   0.000,   2.265,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,
   37.26,10000001,    0.00,     NaN,     NaN,   0.000,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,  -1.000,   0.000,   0.000, -27.000,   0.000,   0.000,   2.265,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,
   37.27,10000001,    0.00,     NaN,     NaN,   0.000,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,  -1.000,   0.000,   0.000, -27.000,   0.000,   0.000,   2.265,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,
   37.28,10000001,    0.00,     NaN,     NaN,   0.000,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,  -1.000,   0.000,   0.000, -27.000,   0.000,   0.000,   2.265,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,
   37.29,10000001,    0.00,     NaN,     NaN,   0.000,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,  -1.000,   0.000,   0.000, -27.000,   0.000,   0.000,   2.265,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,
   37.30,10000001,    0.00,     NaN,     NaN,   0.000,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,  -1.000,   0.000,   0.000, -27.000,   0.000,   0.000,   2.265,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,
   37.31,10000001,    0.00,     NaN,     NaN,   0.000,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,  -1.000,   0.000,   0.000, -27.000,   0.000,   0.000,   2.265,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,
   37.32,10000001,    0.00,     NaN,     NaN,   0.000,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,  -1.000,   0.000,   0.000, -27.000,   0.000,   0.000,   2.265,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,
   37.33,10000001,    0.00,     NaN,     NaN,   0.000,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,  -1.000,   0.000,   0.000, -27.000,   0.000,   0.000,   2.265,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,
   37.34,10000001,    0.00,     NaN,     NaN,   0.000,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,  -1.000,   0.000,   0.000, -27.000,   0.000,   0.000,   2.265,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,
   37.35,10000001,    0.00,     NaN,     NaN,   0.000,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,  -1.000,   0.000,   0.000, -27.000,   0.000,   0.000,   2.265,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,
   37.36,10000001,    0.00,     NaN,     NaN,   0.000,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,  -1.000,   0.000,   0.000, -27.000,   0.000,   0.000,   2.265,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,
